ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3 
VEON,VEON Ltd.,VEON,Communication Services,"VEON Ltd is a provider of communications services. It provides voice, data and other telecommunication services through an array of wireless, fixed and broadband internet services, as well as selling equipment and accessories.",http://www.veon.com,VEON.png,Jean-Yves Charlier,Nasdaq Global Select,4591459436,Communication Services,Communication Services,Telecom Services, 
TDS,Telephone and Data Systems Inc.,Telephone and Data Systems,Communication Services,Telephone and Data Systems Inc is a diversified telecommunications service company providing telecommunications services to wireless customers and wireline and cable connections.,http://www.tdsinc.com,TDS.png,Leroy T. Carlson,New York Stock Exchange,4027624795,Communication Services,Communication Services,Telecom Services, 
LILA,Liberty Latin America Ltd.,Liberty Latin America,Communication Services,"Liberty Latin America Ltd is a telecommunications company. It offers communications and entertainment services including video, broadband internet, telephony and mobile services to its residential and business customers.",http://www.libertyglobal.com,LILA.png,Balan Nair,Nasdaq Global Select,3344004100,Communication Services,Communication Services,Pay TV, 
LILAK,Liberty Latin America Ltd.,Liberty Latin America,Communication Services,"Liberty Latin America Ltd is a telecommunications company. It offers communications and entertainment services including video, broadband internet, telephony and mobile services to its residential and business customers.",http://www.libertyglobal.com,LILAK.png,Balan Nair,Nasdaq Global Select,3335863435,Communication Services,Communication Services,Pay TV, 
I,Intelsat S.A.,Intelsat S.A.,Communication Services,"Intelsat SA provides satellite communication services and ground facilities related to the satellite operations and control, and teleport services.",http://www.intelsat.com,I.png,Stephen Spengler,New York Stock Exchange,3263366009,Communication Services,Communication Services,Telecom Services, 
IDCC,InterDigital Inc.,InterDigital,Communication Services,InterDigital Inc functions within the communication segment. It develops technologies that enable and enhance wireless communications.,http://www.interdigital.com,IDCC.png,William J. Merritt,Nasdaq Global Select,2466422743,Communication Services,Communication Services,Telecom Services, 
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications,Communication Services,"Shenandoah Telecommunications Co is a telecommunications provider. Its services include wireless, cable and wireline based communication solutions.",http://www.shentel.com,SHEN.png,Christopher E. French,Nasdaq Global Select,2325292468,Communication Services,Communication Services,Telecom Services, 
CCOI,Cogent Communications Holdings Inc.,Cogent Communications,Communication Services,Cogent Communications Holdings Inc is an enterprise Internet service provider offering Internet access and data transport using Internet Protocol. It mainly serves the small and medium sized businesses around the world.,http://www.cogentco.com,CCOI.png,David Schaeffer,Nasdaq Global Select,2287810209,Communication Services,Communication Services,Telecom Services, 
VG,Vonage Holdings Corp.,Vonage,Communication Services,"Vonage Holdings Corp is a provider of telecom services. The North American firm provides unified communications, which consists of integrated voice, text, video, data, and mobile applications over Voice over Internet Protocol network.",http://www.vonage.com,VG.png,Alan Masarek,New York Stock Exchange,2271223254,Communication Services,Communication Services,Telecom Services, 
OIBR.C,Oi S.A. American Depositary Shares (Each representing 1),Oi S.A. American Depositary Shares (Each representing 1),Communication Services,"Oi SA is a telecommunications service provider offering fixed and mobile, broadband, pay TV, data transmission and internet provider services. It also offers more than two million public Wi-Fi hotspots in several places.",http://www.oi.com.br,OIBR.C.png,Eurico de Jesus Teles Neto,New York Stock Exchange,2157380150,Communication Services,Communication Services,Telecom Services, 
IRDM,Iridium Communications Inc,Iridium Communications,Communication Services,Iridium Communications Inc is a United States based company which is engaged in providing mobile voice and data communications services through a constellation of low earth orbiting satellites.,http://www.iridium.com,IRDM.png,Matthew J. Desch,Nasdaq Global Select,2088716526,Communication Services,Communication Services,Telecom Services, 
EGHT,8x8 Inc,8x8,Communication Services,"8x8 Inc is a technology company. It provides cloud-based, enterprise-class software solutions that transform the way businesses communicate and collaborate globally. The company operates through two segments: America and Europe.",http://www.8x8.com,EGHT.png,Vikram Verma,New York Stock Exchange,1762916084,Communication Services,Communication Services,Telecom Services, 
GTT,GTT Communications Inc.,GTT Communications,Communication Services,"GTT Communications Inc provides network services, internet services, managed network and security services, and voice and unified communication services to enterprise, carrier, and government clients.",http://www.gtt.net,GTT.png,Richard D. Calder,New York Stock Exchange,1474198849,Communication Services,Communication Services,Telecom Services, 
ATNI,ATN International Inc.,ATN International,Communication Services,"ATN International Inc is a telecommunications and utilities company. It provides telecommunications services to rural, niche and other under-served markets and geographies in the United States, Bermuda and the Caribbean.",http://www.atni.com,ATNI.png,Michael T. Prior,Nasdaq Global Select,1175857013,Communication Services,Communication Services,Telecom Services, 
WIFI,Boingo Wireless Inc.,Boingo Wireless,Communication Services,"Boingo Wireless Inc is a leading global provider of wireless connectivity solutions for smartphones, tablets, laptops, wearables and other wireless-enabled consumer devices.",http://www.boingo.com,WIFI.png,David Hagan,Nasdaq Global Select,1022810570,Communication Services,Communication Services,Telecom Services, 
GSAT,Globalstar Inc.,Globalstar,Communication Services,Globalstar Inc is a telecommunications company based in the United States. It provides communications services such as two-way voice and data transmission.,http://www.globalstar.com,GSAT.png,David Kagan,NYSE American,810493200,Communication Services,Communication Services,Telecom Services, 
CNSL,Consolidated Communications Holdings Inc.,Consolidated Communications,Communication Services,"Consolidated Communications Holdings Inc is a provider of telecom services in the United States. The company's offering spans local and long-distance services, broadband Internet access and cloud data services.",https://www.consolidated.com,,C. Robert Udell,Nasdaq Global Select,770218878,Communication Services,Communication Services,Telecom Services, 
PTNR,Partner Communications Company Ltd.,Partner Communications Company,Communication Services,"Partner Communications Co Ltd is an Israeli telecommunications company. The company provides cellular and fixed-line telecommunication services, including infrastructure, ILD and ISP services under its Partner brand.",http://www.partner.co.il,PTNR.png,Isaac Benbenisti,Nasdaq Global Select,767513619,Communication Services,Communication Services,Telecom Services, 
ORBC,ORBCOMM Inc.,ORBCOMM,Communication Services,"ORBCOMM Inc provides machine-to-machine communication, which is designed to track, monitor, and control fixed and mobile assets. It operates in various markets such as transportation and distribution, heavy equipment, and industrial fixed assets.",http://www.orbcomm.com,,Marc Eisenberg,Nasdaq Global Select,658697708,Communication Services,Communication Services,Telecom Services, 
WOW,WideOpenWest Inc.,WideOpenWest,Communication Services,"WideOpenWest Inc is a cable operator and broadband service provider in the United States. It offers high-speed internet, data, voice, cloud and cable television services.",http://www.wowway.com,WOW.png,Teresa L. Elder,New York Stock Exchange,643779407,Communication Services,Communication Services,Pay TV, 
